,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,code_city_100,code_city_102,code_city_103,code_city_104,code_city_11,code_city_114,code_city_136,code_city_16,code_city_160,code_city_21,code_city_28,code_city_61,code_city_67,code_city_71,code_city_73,code_city_75,code_city_90,code_code_other,city_development_index,training_hours,target
5851,3,2,1,4,1,22,8,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,46,0.0
5852,1,2,1,4,1,9,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,42,0.0
5853,4,2,1,4,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,70,0.0
5854,4,1,2,2,1,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,102,1.0
5855,4,2,1,3,1,2,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,67,1.0
5856,4,2,1,3,2,17,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,194,0.0
5857,4,2,3,4,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.518,14,1.0
5858,4,2,1,3,1,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,12,0.0
5859,4,2,1,3,1,22,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,100,0.0
5860,4,2,1,3,1,22,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.939,41,0.0
5861,3,2,3,3,1,5,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,56,0.0
5862,4,1,2,3,1,6,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,151,0.0
5863,4,1,2,2,1,6,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,43,0.0
5864,1,1,2,2,1,3,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,40,0.0
5865,4,2,1,3,1,7,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,42,0.0
5866,1,1,3,3,1,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,70,1.0
5867,4,2,3,4,1,13,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5579999999999999,35,1.0
5868,4,2,1,4,1,8,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,46,0.0
5869,1,2,1,3,1,10,9,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,149,0.0
5870,4,2,1,4,1,17,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,10,0.0
5871,4,2,1,3,1,22,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,88,0.0
5872,4,2,2,4,1,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.843,1,0.0
5873,1,2,1,2,1,7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8959999999999999,8,0.0
5874,4,2,1,3,1,16,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,23,0.0
5875,4,1,2,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,72,1.0
5876,4,2,1,2,1,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.865,50,0.0
5877,4,2,1,3,1,22,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,116,0.0
5878,1,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,14,0.0
5879,4,2,1,3,1,18,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.767,55,0.0
5880,4,2,2,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,53,1.0
5881,3,1,2,3,1,6,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,32,0.0
5882,1,2,1,3,1,6,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,94,0.0
5883,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,166,1.0
5884,1,2,1,3,1,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.579,56,1.0
5885,4,1,1,4,2,19,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,31,0.0
5886,1,2,1,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,12,1.0
5887,4,2,1,3,1,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,28,1.0
5888,4,2,1,3,1,12,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,62,0.0
5889,1,2,1,4,1,2,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,126,0.0
5890,4,2,1,3,1,16,7,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,165,1.0
5891,1,2,1,3,1,22,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,79,0.0
5892,4,2,1,4,1,22,6,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,26,1.0
5893,4,1,1,4,4,8,5,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,14,0.0
5894,4,2,1,4,1,17,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,144,0.0
5895,4,1,1,4,3,6,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,116,0.0
5896,4,2,1,3,1,20,5,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,14,1.0
5897,4,1,1,2,1,8,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,46,0.0
5898,4,1,1,2,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,29,0.0
5899,1,2,1,3,1,7,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,11,1.0
5900,4,1,3,2,1,4,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939,57,0.0
5901,4,2,1,3,1,7,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,102,0.0
5902,4,2,1,3,1,7,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,43,0.0
5903,4,1,1,3,1,7,9,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,25,0.0
5904,1,2,1,3,1,3,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,38,0.0
5905,1,2,1,3,1,5,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,180,0.0
5906,1,1,2,3,1,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,13,1.0
5907,4,1,3,3,1,7,9,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,24,0.0
5908,3,2,1,3,6,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,42,0.0
5909,3,2,1,2,1,3,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,24,0.0
5910,3,2,1,4,1,3,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,60,0.0
5911,4,2,1,3,1,16,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.923,226,0.0
5912,4,2,1,4,1,20,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,66,0.0
5913,4,1,1,3,1,8,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5,1.0
5914,4,2,1,4,1,12,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,56,0.0
5915,4,2,2,3,1,4,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,17,0.0
5916,3,2,1,3,1,14,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,66,0.0
5917,1,2,1,3,1,6,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,31,0.0
5918,4,1,3,5,1,4,7,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,14,0.0
5919,4,2,1,3,1,10,7,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,28,0.0
5920,4,2,3,3,1,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.893,19,0.0
5921,1,2,1,3,1,9,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,222,1.0
5922,4,2,1,1,1,9,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,66,0.0
5923,3,2,2,3,3,13,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,6,0.0
5924,4,2,3,3,1,13,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,46,0.0
5925,4,2,1,3,1,16,5,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,62,0.0
5926,4,1,1,3,1,22,3,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,6,0.0
5927,4,2,1,3,1,22,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.89,80,0.0
5928,3,2,1,3,1,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802,48,1.0
5929,4,1,3,3,1,6,5,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,28,0.0
5930,4,2,1,5,1,12,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.939,133,0.0
5931,4,2,1,3,4,12,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,78,0.0
5932,4,2,2,2,1,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.722,48,0.0
5933,1,2,1,3,1,4,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,7,1.0
5934,1,1,2,4,1,8,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,80,0.0
5935,4,2,1,3,1,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.68,45,0.0
5936,4,2,1,4,1,15,4,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,19,1.0
5937,4,2,1,2,1,22,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,110,0.0
5938,4,2,1,3,1,22,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,57,0.0
5939,4,1,1,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,21,0.0
5940,4,2,1,3,1,13,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,30,0.0
5941,4,2,2,3,1,11,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,58,0.0
5942,4,1,1,3,1,22,4,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,104,0.0
5943,4,1,2,2,1,6,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,61,0.0
5944,4,2,1,3,1,22,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,14,1.0
5945,3,2,1,4,1,16,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,124,0.0
5946,4,2,1,3,1,9,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,17,0.0
5947,4,2,1,5,1,22,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.878,50,0.0
5948,4,2,1,3,1,22,5,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,48,1.0
5949,4,2,1,3,1,14,6,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,56,0.0
5950,4,1,1,3,1,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.527,232,0.0
5951,1,2,1,4,1,6,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,150,0.0
5952,4,1,2,3,1,6,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,31,0.0
5953,4,2,1,3,1,22,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,88,1.0
5954,4,2,1,3,1,11,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.738,18,0.0
5955,1,1,1,3,1,7,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10,0.0
5956,3,2,1,3,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.865,39,0.0
5957,4,1,1,1,1,8,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,106,0.0
5958,4,2,1,4,1,22,3,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,214,0.0
5959,4,2,1,3,1,22,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,4,0.0
5960,4,2,3,3,1,8,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,46,0.0
5961,4,2,1,3,1,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.727,55,0.0
5962,1,2,3,3,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,20,1.0
5963,4,2,1,3,1,15,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,27,0.0
5964,4,2,1,4,1,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8959999999999999,76,0.0
5965,4,1,3,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,57,1.0
5966,4,1,2,3,6,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6890000000000001,34,0.0
5967,1,1,2,3,1,12,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,33,1.0
5968,1,2,1,4,1,11,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,23,0.0
5969,4,1,1,3,1,3,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,106,0.0
5970,4,2,1,3,1,22,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,86,1.0
5971,3,2,1,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.579,47,0.0
5972,1,2,1,4,1,15,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,56,0.0
5973,4,2,1,2,1,8,4,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,146,0.0
5974,4,2,1,3,4,6,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,72,0.0
5975,1,2,2,3,1,6,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.847,35,0.0
5976,4,2,1,3,1,18,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8270000000000001,30,0.0
5977,4,1,1,3,1,4,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,150,1.0
5978,1,2,1,3,1,9,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8959999999999999,32,0.0
5979,1,1,2,4,1,1,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,23,0.0
5980,4,2,2,4,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,4,0.0
5981,4,2,1,3,1,21,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,40,0.0
5982,4,2,2,3,1,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.691,60,1.0
5983,4,1,2,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,13,0.0
5984,1,1,2,4,1,1,5,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,20,0.0
5985,4,2,1,3,1,16,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,10,0.0
5986,1,1,1,2,1,16,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,60,0.0
5987,4,2,1,3,1,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.915,5,0.0
5988,1,2,2,3,6,4,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,134,0.0
5989,4,1,1,4,4,4,7,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,148,0.0
5990,3,2,1,3,1,20,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,70,0.0
5991,3,2,1,3,1,14,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.843,44,1.0
5992,4,2,3,3,1,10,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,51,0.0
5993,4,2,1,3,4,8,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.884,37,0.0
5994,4,2,1,3,1,22,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,32,1.0
5995,4,1,1,3,1,12,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.691,4,0.0
5996,4,2,1,3,1,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,21,0.0
5997,4,2,1,3,1,4,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,80,1.0
5998,4,2,1,4,1,12,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,28,0.0
5999,4,2,1,4,1,6,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,41,0.0
6000,4,2,1,3,1,5,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,158,0.0
6001,4,2,1,3,1,22,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,84,0.0
6002,4,2,2,4,1,15,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,28,0.0
6003,4,2,2,3,1,6,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,135,1.0
6004,3,1,1,4,1,11,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,56,0.0
6005,4,2,1,3,1,22,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,12,0.0
6006,3,2,1,3,1,10,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,112,0.0
6007,4,1,1,3,1,22,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,87,0.0
6008,4,2,1,2,1,22,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,102,0.0
6009,4,2,1,4,1,22,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,136,0.0
6010,1,2,1,4,1,6,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,34,0.0
6011,1,1,2,3,1,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,90,0.0
6012,4,1,1,3,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.903,38,0.0
6013,4,2,1,4,1,16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,19,1.0
6014,4,1,2,5,1,9,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,20,0.0
6015,4,2,1,3,1,18,7,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,13,1.0
6016,4,2,1,3,1,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,192,0.0
6017,4,1,2,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,78,1.0
6018,4,2,1,4,3,22,7,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,51,0.0
6019,4,2,1,3,1,5,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,31,0.0
6020,3,2,1,3,1,6,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.923,54,0.0
6021,1,2,1,3,1,6,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,56,0.0
6022,4,2,1,4,5,22,9,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,112,0.0
6023,1,2,1,3,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.794,37,0.0
6024,1,2,1,3,1,6,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,14,0.0
6025,4,2,1,4,1,8,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,30,0.0
6026,2,2,1,2,1,12,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,54,0.0
6027,4,2,1,3,4,5,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,114,0.0
6028,4,2,1,3,1,20,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.84,102,0.0
6029,4,2,2,3,1,5,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,33,0.0
6030,1,1,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,10,0.0
6031,4,2,1,2,1,12,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,306,1.0
6032,4,1,2,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,64,1.0
6033,4,2,1,3,1,22,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,149,0.0
6034,1,1,1,4,1,3,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,10,1.0
6035,2,2,3,2,1,4,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,34,0.0
6036,4,2,1,3,1,22,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,55,0.0
6037,4,2,1,3,1,4,5,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,62,0.0
6038,4,2,3,3,1,7,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.893,5,0.0
6039,4,2,1,4,1,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802,334,0.0
6040,1,2,1,4,1,18,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,158,0.0
6041,4,2,1,3,1,9,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8,0.0
6042,4,2,1,3,1,12,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939,17,0.0
6043,4,2,3,2,1,17,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,182,0.0
6044,4,2,1,4,1,9,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,110,0.0
6045,1,1,1,4,1,19,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,47,0.0
6046,4,2,1,4,1,8,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,22,0.0
6047,4,1,1,3,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.848,57,0.0
6048,4,2,1,4,1,8,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,15,1.0
6049,4,2,1,3,1,12,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,57,1.0
6050,4,2,1,3,2,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,8,0.0
6051,4,2,1,3,1,7,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8270000000000001,29,0.0
6052,4,1,1,3,1,16,9,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,147,0.0
6053,3,2,1,3,3,22,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,100,0.0
6054,3,1,2,3,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,63,1.0
6055,4,2,1,4,1,22,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8959999999999999,53,0.0
